starting with cluster address: emqx.dtwins:18083
cluster user set to: my-app and cluster password set to: AAA4A275-BEEC-4AF8-B70B-DAAC0341F8EB
kubernetes api address set to: someaddress:6443
max queue set to: 1000 and max inflight set to: 32
date: 2024-12-13 01:12:00.577563 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 01:48:34.440263 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 01:48:45.119877 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=34, avg=34.00, max=32
date: 2024-12-13 01:48:55.892060 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 01:49:06.568937 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=21, avg=21.00, max=32
date: 2024-12-13 01:49:17.244135 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 01:49:27.820571 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 01:49:41.413313 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 01:49:52.570582 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 01:50:03.281962 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 01:50:13.977837 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 01:50:24.526719 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 01:50:35.075276 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 01:50:45.693611 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 01:50:59.400135 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 01:51:10.090082 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 01:51:20.700142 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 01:51:31.232320 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 01:51:41.782408 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 01:51:52.329899 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=33, avg=33.00, max=32
date: 2024-12-13 01:52:02.898148 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=35, avg=35.00, max=32
date: 2024-12-13 01:52:16.500221 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 01:52:27.234689 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 01:52:37.913635 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 01:52:48.586435 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 01:52:59.130455 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 01:53:09.755644 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 01:53:20.313697 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 01:53:33.884036 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 01:53:44.625419 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 01:53:55.174117 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 01:54:05.919455 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 01:54:16.595429 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 01:54:27.138912 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 01:54:40.818608 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 01:54:51.374619 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 01:55:01.925370 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 01:55:12.665157 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 01:55:23.416225 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 01:55:33.964694 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 01:55:44.622610 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 01:55:58.180218 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 01:56:08.732366 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 01:56:19.341055 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 01:56:29.959272 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 01:56:40.636532 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 01:56:51.335560 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=18, avg=18.00, max=32
date: 2024-12-13 01:57:02.021900 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 01:57:15.629604 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 01:57:26.191476 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 01:57:36.740581 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 01:57:47.297296 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 01:57:57.989828 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 01:58:08.541816 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=18, avg=18.00, max=32
date: 2024-12-13 01:58:22.093286 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 01:58:32.779332 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 01:58:43.460429 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 01:58:54.003801 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 01:59:04.542332 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 01:59:15.220790 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 01:59:25.979230 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 01:59:39.621259 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 01:59:50.297641 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 02:00:00.898018 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:00:11.447785 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:00:21.991241 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:00:32.684002 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:00:46.251465 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 02:00:57.014857 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:01:07.576115 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:01:18.198729 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 02:01:28.741344 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:01:39.412605 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:01:50.085025 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:02:03.762733 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:02:14.545063 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:02:25.112091 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:02:35.808905 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:02:46.345983 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:02:56.904811 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:03:07.585099 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 02:03:21.273353 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 02:03:32.022153 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 02:03:42.712066 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:03:53.320159 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:04:03.898903 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=35, avg=35.00, max=32
date: 2024-12-13 02:04:14.441716 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 02:04:24.980161 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:04:38.665822 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:04:49.337689 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:04:59.914739 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 02:05:10.480285 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 02:05:21.116601 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:05:31.780475 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 02:05:42.491856 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 02:05:56.040066 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:06:06.582329 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 02:06:17.246141 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 02:06:27.932326 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 02:06:38.671494 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=34, avg=34.00, max=32
date: 2024-12-13 02:06:49.223414 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 02:07:02.864913 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 02:07:13.475624 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:07:24.144196 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:07:34.815489 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=21, avg=21.00, max=32
date: 2024-12-13 02:07:45.506848 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 02:07:56.061676 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:08:06.742741 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:08:20.279184 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:08:30.889028 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=34, avg=34.00, max=32
date: 2024-12-13 02:08:41.577519 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 02:08:52.264996 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:09:02.968332 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 02:09:13.646817 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 02:09:27.319280 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:09:38.457611 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:09:49.227698 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:09:59.923813 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 02:10:10.538325 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:10:21.167637 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:10:31.839242 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 02:10:45.375642 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=33, avg=33.00, max=32
date: 2024-12-13 02:10:55.920412 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:11:06.582837 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:11:17.253686 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=18, avg=18.00, max=32
date: 2024-12-13 02:11:27.938099 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:11:38.687824 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:11:49.381800 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:12:02.974105 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:12:13.532069 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=21, avg=21.00, max=32
date: 2024-12-13 02:12:24.082724 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 02:12:34.816633 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:12:45.504890 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:12:56.190749 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:13:09.861201 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:13:20.424817 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 02:13:31.027815 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 02:13:41.696413 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:13:52.362119 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:14:03.065071 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 02:14:13.610465 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:14:27.173966 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:14:37.737267 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:14:48.359915 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 02:14:58.918317 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:15:09.460564 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 02:15:20.010891 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:15:30.783837 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=17, avg=17.00, max=32
date: 2024-12-13 02:15:44.430694 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=21, avg=21.00, max=32
date: 2024-12-13 02:15:55.133854 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 02:16:05.812080 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:16:16.493425 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=21, avg=21.00, max=32
date: 2024-12-13 02:16:27.170141 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:16:37.844142 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 02:16:51.562624 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 02:17:03.020619 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 02:17:13.584386 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 02:17:24.268525 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 02:17:34.946639 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 02:17:45.790861 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:17:56.339879 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:18:10.024999 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 02:18:20.575931 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 02:18:31.181024 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 02:18:41.732940 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 02:18:52.485951 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
